algorithm,local_optimizer,num_clients,local_epochs,learning_rate,seed,best_iteration,best_accuracy,best_accuracy_percent,loss_at_best_iteration
FedAvg,adam,2,5,0.0005,42,24,0.8548387096774194,85.48387096774194,0.3990146517753601
FedAvg,sgd,2,5,0.0005,42,1,0.46774193548387094,46.774193548387096,0.6987706124782562
FedAvg,rmsprop,2,5,0.0005,42,35,0.8548387096774194,85.48387096774194,0.4852776527404785
FedAvg,adagrad,2,5,0.0005,42,48,0.7741935483870968,77.41935483870968,0.6512914896011353
